id,date,amount,currency,counterparty,description,account
430df67b-21cc-46f9-b4a2-adeecd71971e,2026-02-04,75563.6,RUB,ООО Дельта,Командировочные расходы,40702810
35ce80cc-74e5-408d-81bf-9717b459496c,2026-02-07,-176035.92,RUB,ООР Омега,Оплата по договору,40702810
d24ece2c-b761-4c44-aa53-5a16176c3967,2026-05-27,-184431.93,RUB,ИП Иванов,Заработная плата,40802810
2c78a2f3-cad5-4f7f-b6a8-d1e7e3f391f1,2026-01-22,290206.67,RUB,ПАО Гамма,Налоговый платёж,40802810
36699e9f-29ea-41fc-ac13-517f460610e9,2026-02-01,250733.51,RUB,ИП Петров,Аренда помещения,40702810
1bf987fd-97b8-4e82-a936-70c0e0b7c0c6,2026-12-29,19667.15,RUB,ООР Омега,Закупка материалов,40702810
b03ed17c-c8ef-4c4e-8c01-597a5e4ea378,2026-05-25,-186488.71,RUB,ИП Петров,Оплата по договору,40702810
9291e318-650b-4c3b-b117-ebd79b95154e,2026-02-18,33049.34,RUB,ЗАО Сигма,Командировочные расходы,40702810
91a2734a-6113-4fdb-ad3c-625285984736,2026-12-03,361894.45,RUB,АО Бета,Налоговый платёж,40702810
6b7b4871-c565-4969-a9bb-672238250f12,2026-03-14,291411.48,RUB,ООО Дельта,Заработная плата,40702810
26a08ab6-ae57-486f-8636-04c433297a5d,2026-02-13,-297561.11,RUB,ЗАО Сигма,Налоговый платёж,40702810
d8ef4bce-7edd-4c3d-bb9d-caf8f1101296,2026-12-17,335091.19,RUB,ИП Иванов,Заработная плата,40702810
cc33f60c-9404-47d8-9f1d-1c67043b06d2,2026-06-08,-9213.45,RUB,ПАО Гамма,Налоговый платёж,40802810
66cdb633-639c-476a-9869-28f7e3ae6601,2026-03-12,-96083.42,RUB,ООО Дельта,Аренда помещения,40702810
03fe8303-2d86-4e89-ac78-0045f57179d9,2026-11-13,-330998.43,RUB,ЗАО Сигма,Закупка материалов,40702810
9d557e0e-59e1-4c0e-b9d3-5b3c7c224678,2026-12-21,90504.9,RUB,АО Бета,Возврат поставщику,40702810
a6424c4a-1d26-48a4-879d-3d970cb09bdc,2026-12-13,205488.22,RUB,ООР Омега,Командировочные расходы,40802810
297107f6-8706-40d1-a8c5-31ea8a5794b6,2026-05-03,-117078.07,RUB,ООР Омега,Услуги связи,40702810
10533370-6a63-4ffd-a8d1-4bf62feb1783,2026-10-20,339185.58,RUB,ООР Омега,Командировочные расходы,40802810
f08aaaf0-0456-4d62-b537-2fb109bcc8e4,2026-08-03,251503.06,RUB,ПАО Гамма,Закупка материалов,40702810
2f209b9d-8f4c-485b-9e75-77c39bde02b2,2026-09-04,26184.68,RUB,ИП Иванов,Аренда помещения,40702810
ff20b4a8-6ba1-4ad9-a421-ccf79a2f7c37,2026-03-24,-42029.18,RUB,АО Бета,Заработная плата,40702810
38b05f2c-3fb8-45ff-9ab5-c2b218aeebb8,2026-04-24,473211.99,RUB,ИП Петров,Оплата по договору,40802810
f11cdc64-3391-4000-aef4-74ab39e3ab06,2026-09-15,-26723.12,RUB,ЗАО Сигма,Аренда помещения,40702810
c563168d-9b79-4948-bcad-88e7332c49b3,2026-06-13,112346.93,RUB,ИП Петров,Закупка материалов,40702810
bdca92e4-5aa7-415e-b54e-7ec5cc310803,2026-08-30,19247.77,RUB,АО Бета,Возврат поставщику,40802810
5dae46a1-293b-4f97-9f30-1d06906bf224,2026-02-10,-307712.59,RUB,ПАО Гамма,Закупка материалов,40802810
250608bb-b1eb-4728-9a27-f714e57b1c1c,2026-05-28,-55682.31,RUB,ИП Иванов,Оплата по договору,40702810
b28f5b0e-255f-4e7b-ae35-1708753adc7c,2026-11-15,209970.79,RUB,ИП Иванов,Возврат поставщику,40702810
d83def7d-434f-41c8-974e-c0c4c12c721d,2026-10-22,-316014.28,RUB,АО Бета,Командировочные расходы,40802810
3177c5ee-8906-4146-bd43-8a56efb01ec5,2026-06-30,-882.01,RUB,ЗАО Сигма,Закупка материалов,40702810
a3dda15a-7834-41f4-8e98-9e7d6f94aab4,2026-07-04,-261789.93,RUB,ООО Ромашка,Заработная плата,40802810
8ed9910a-2b12-44d5-aafa-2ee9793fbe0a,2026-07-18,21862.86,RUB,ООО Дельта,Оплата по договору,40702810
e3fc996d-197b-452c-bc58-7b9a932c5b75,2026-06-26,-394281.16,RUB,ИП Иванов,Налоговый платёж,40702810
d4d62119-b7d8-4110-8e8e-01fe35c1e717,2026-10-07,-22263.41,RUB,АО Бета,Возврат поставщику,40802810
4e39dd2b-6a13-4ae9-b291-58ce1f0054bc,2026-03-11,-315904.75,RUB,ООР Омега,Оплата по договору,40702810
a68103fa-c585-48d2-9804-cec7faba0d38,2026-04-13,100875.34,RUB,ИП Петров,Командировочные расходы,40802810
5267a8dc-4533-4e26-8629-b5a85be72249,2026-10-06,494562.44,RUB,ООО Ромашка,Услуги связи,40702810
c31cdca8-07eb-4fc9-8bd9-1f4b1ad4dd02,2026-01-25,178551.39,RUB,ИП Петров,Командировочные расходы,40702810
6a7a6980-ef5f-4063-a09e-59bdc4297c84,2026-08-12,399691.27,RUB,ООР Омега,Заработная плата,40702810
12855720-5774-4ab7-85e0-8125035eb7a3,2026-09-12,486864.42,RUB,ИП Петров,Командировочные расходы,40702810
ca554323-4fca-4134-93a3-d94d88c18349,2026-02-10,363567.95,RUB,АО Бета,Командировочные расходы,40702810
0a222d94-f051-4d49-bf25-b170cf6be46a,2026-06-17,51388.69,RUB,ООО Дельта,Возврат поставщику,40802810
715eb8ba-e7b3-4fc0-afe6-9536555e4f09,2026-08-16,-83405.72,RUB,ООО Ромашка,Налоговый платёж,40802810
ab3aeaa3-3772-494e-8a14-daa751c491a3,2026-01-30,-137350.22,RUB,ЗАО Сигма,Налоговый платёж,40702810
a3f1ef62-324f-4cc0-b0ed-d6ba2f1c1ed5,2026-03-15,476399.42,RUB,ООР Омега,Оплата по договору,40702810
24c9e021-4111-4c55-bf20-b34a5455122d,2026-11-27,-33709.96,RUB,ЗАО Сигма,Оплата по договору,40702810
e30e195c-5fe7-4a6c-af60-d503f4ee6cfe,2026-07-09,-339563.12,RUB,ИП Иванов,Закупка материалов,40702810
dcfadedc-cdfc-401d-997e-42402f272674,2026-11-29,-199077.22,RUB,ИП Иванов,Оплата по договору,40702810
4bdc7a1c-1e2e-40a9-929d-025973600c3a,2026-07-18,249572.08,RUB,ИП Иванов,Командировочные расходы,40702810
745ceee3-4c8c-4a5c-a196-f67af14d2225,2026-04-20,352048.5,RUB,ООО Дельта,Возврат поставщику,40702810
8a7d02f4-6ff1-42bc-96d6-1037b7218129,2026-02-07,61406.45,RUB,ООР Омега,Аренда помещения,40702810
17b9cadc-eeee-4e71-8ba0-4be1ef07478b,2026-12-30,-333953.11,RUB,ООО Дельта,Командировочные расходы,40702810
56532b06-fb42-4d49-968e-27de94179634,2026-12-25,355933.37,RUB,ИП Петров,Услуги связи,40702810
3f8ad8a4-a8d2-4014-9f04-53c0fd2f3c53,2026-03-13,-492567.76,RUB,ООР Омега,Оплата по договору,40702810
652d2d0e-37b9-4b16-9082-dc18c9623e98,2026-07-08,277055.32,RUB,АО Бета,Аренда помещения,40702810
e8fd0214-0472-4ce6-9964-3e12d06b2fc1,2026-09-03,154714.43,RUB,ЗАО Сигма,Аренда помещения,40702810
593f0b60-9a4c-4a16-80f8-7b7e9efe8d41,2026-11-25,-486192.63,RUB,ООР Омега,Налоговый платёж,40702810
def96f70-7d92-419d-9785-71c87663874a,2026-10-10,438992.28,RUB,АО Бета,Закупка материалов,40802810
b4e65a00-5125-48f2-868b-e9ddc32de8e3,2026-01-29,251481.61,RUB,АО Бета,Командировочные расходы,40702810
4d18fb83-9848-4e46-b00c-51efe93e8c6b,2026-12-30,-81067.28,RUB,ООО Дельта,Аренда помещения,40702810
2ff8b0a4-11cf-44e8-b7e0-9c88a32db467,2026-10-10,-98231.33,RUB,ООО Дельта,Аренда помещения,40702810
05870d41-e929-4cca-8040-71d5f098b7c3,2026-10-25,-295945.04,RUB,ИП Петров,Оплата по договору,40702810
0c67dfe5-9079-41ef-ae84-6176a452abf0,2026-11-25,40703.31,RUB,ООО Дельта,Услуги связи,40802810
331db59c-7f22-4ab1-9f10-e7dca84f32ea,2026-01-16,309092.4,RUB,ООО Дельта,Командировочные расходы,40802810
70035c86-d874-4eed-bf14-5738e6c2f5c8,2026-12-17,122514.47,RUB,ООР Омега,Аренда помещения,40702810
587f3583-78e2-45c5-a2da-d51698db9fc6,2026-08-01,79124.42,RUB,ПАО Гамма,Налоговый платёж,40702810
61d21a54-87d6-49ba-9adc-f6d175429b0c,2026-06-13,156359.99,RUB,ИП Петров,Заработная плата,40702810
067a5fe6-5326-4624-af49-715f19d18d9e,2026-09-21,380356.43,RUB,ИП Петров,Услуги связи,40802810
dbc728a4-f69d-490d-97cd-539604bd6161,2026-08-19,-61348.7,RUB,ИП Иванов,Оплата по договору,40702810
58b931a3-dfac-4911-8792-87aa74cebdc4,2026-11-12,472697.91,RUB,АО Бета,Налоговый платёж,40702810
e2083287-5dbe-416e-918f-73d09df299e1,2026-03-23,94998.07,RUB,ООР Омега,Возврат поставщику,40702810
d5797383-279d-41cf-a0c6-bb3f851b699f,2026-02-16,248735.4,RUB,ООР Омега,Услуги связи,40702810
0e76709f-d356-4162-a592-46424de94b1a,2026-01-25,-291713.72,RUB,ООР Омега,Возврат поставщику,40702810
a46c81f8-0a95-4b78-95ec-5a3b2548b6d2,2026-02-25,268391.71,RUB,ООО Дельта,Налоговый платёж,40802810
60119c7b-cfbf-4b66-84d6-c4573e4e9f55,2026-07-25,-183032.08,RUB,ПАО Гамма,Налоговый платёж,40702810
4801bee8-6c7e-467f-85aa-4020bce6664c,2026-09-16,36858.52,RUB,ООО Дельта,Аренда помещения,40702810
bec9a937-a459-41e8-89f1-1b89701d3c11,2026-07-21,-487543.9,RUB,ИП Петров,Налоговый платёж,40702810
64fd4e92-9234-40af-ac37-a2ea9941bd54,2026-09-18,99609.03,RUB,ООО Ромашка,Оплата по договору,40702810
3ccd24ab-f03a-4064-b808-43f552b94f7c,2026-06-20,68604.48,RUB,ООР Омега,Закупка материалов,40702810
24b5a25a-7d02-4cea-b1c2-8bfdeccfe010,2026-11-10,-164050.13,RUB,ЗАО Сигма,Командировочные расходы,40702810
76674c07-6fa0-4dc1-a419-e4af82d2ba76,2026-09-18,253706.76,RUB,ООО Дельта,Возврат поставщику,40702810
3354cd12-f9c4-41d1-80e9-b59f4bec74ca,2026-12-11,-184242.07,RUB,ЗАО Сигма,Командировочные расходы,40702810
f9bb9c3f-3cb6-4d10-98c4-7d88e2f8cd9b,2026-05-16,298495.12,RUB,ПАО Гамма,Оплата по договору,40802810
34b78bd4-e3b7-4d7e-84d1-84d7295dd4fb,2026-11-19,85338.98,RUB,ЗАО Сигма,Закупка материалов,40702810
8e7f945c-d7a8-4e16-a46d-8d6fc72c03f1,2026-12-25,-15882.1,RUB,ООО Ромашка,Возврат поставщику,40702810
5b58adad-50e2-4817-b60f-c74567461bad,2026-07-31,209448.27,RUB,ЗАО Сигма,Возврат поставщику,40702810
02a38d24-0d18-4074-a826-70b236db8b6f,2026-09-23,-352917.04,RUB,ИП Петров,Возврат поставщику,40802810
307b422b-e305-4ffb-8351-1b460e10d605,2026-03-30,156944.92,RUB,ИП Петров,Налоговый платёж,40702810
e90a9a3a-8614-4c25-81a5-1bbe0a5943ba,2026-04-09,305077.28,RUB,ООО Дельта,Командировочные расходы,40702810
e0ac64d2-5d50-45a3-9934-b19d72ad4b1b,2026-06-02,470748.62,RUB,ПАО Гамма,Возврат поставщику,40702810
5941ebd3-3fb9-49f6-8da9-d8057a5203e5,2026-10-14,239953.73,RUB,ООО Дельта,Командировочные расходы,40702810
2be44795-f27d-4392-80c4-9189b2447143,2026-10-06,-286781.05,RUB,ЗАО Сигма,Налоговый платёж,40702810
e1ea9980-a1fb-408c-aaa8-230f61a718d7,2026-05-28,145297.28,RUB,ИП Иванов,Налоговый платёж,40802810
d727bac0-4018-4e71-b98d-0b19f8f5da39,2026-09-03,-328020.43,RUB,ООО Дельта,Командировочные расходы,40702810
5849cb60-887d-4c82-a20e-aac6c044bfc4,2026-10-28,-54702.37,RUB,ООО Ромашка,Услуги связи,40702810
a637dec4-4a52-42e8-a8e0-416b896954cd,2026-07-31,-26340.3,RUB,ООР Омега,Аренда помещения,40702810
836644af-4f39-4219-ae00-b2b2c95c6703,2026-10-09,2690.21,RUB,АО Бета,Заработная плата,40802810
b38dc0d6-1baa-49c3-9d5b-680c935ca80d,2026-04-13,238776.52,RUB,ООО Дельта,Налоговый платёж,40702810
e7892e58-476a-4e89-90e1-29a5715df038,2026-02-15,322984.37,RUB,ПАО Гамма,Оплата по договору,40702810
c363d11c-72dc-467c-b14b-207dd7503b39,2026-04-01,209000.7,RUB,ООО Ромашка,Заработная плата,40802810
f56be1fa-8c17-480d-91bd-64b9646c526d,2026-05-29,93237.18,RUB,ООО Ромашка,Командировочные расходы,40702810
28246f59-8176-4cf3-af2c-e32692009d27,2026-06-21,-464234.58,RUB,ООР Омега,Закупка материалов,40802810
c9fc661e-0907-48a1-8472-9a8694f0f662,2026-02-27,-136491.26,RUB,ООР Омега,Командировочные расходы,40702810
d3ccda28-3678-4953-877b-49fa57673231,2026-06-22,7140.69,RUB,ПАО Гамма,Закупка материалов,40802810
552e2759-2ac5-47ef-9e92-2b1ccb260bfd,2026-09-21,-413512.21,RUB,ЗАО Сигма,Аренда помещения,40702810
59f97df8-634d-4b9b-8f08-559b6be17a98,2026-09-02,-490844.43,RUB,ПАО Гамма,Оплата по договору,40702810
df624db3-525b-4c9c-91e4-0b8ed57af51d,2026-08-17,191848.84,RUB,ИП Петров,Командировочные расходы,40702810
665f3df7-f7ec-488a-afd5-ac5016756286,2026-07-04,130850.42,RUB,ООО Ромашка,Аренда помещения,40802810
8bcb68b4-6ac3-4764-9e83-281938e66e4b,2026-07-27,153472.49,RUB,ООО Дельта,Аренда помещения,40702810
6e0a3f58-f895-4ff0-838d-30adc3174358,2026-04-24,-183835.2,RUB,АО Бета,Возврат поставщику,40702810
79fbdae1-50a9-494e-849c-8caabf3e52d2,2026-11-07,-227543.84,RUB,ООР Омега,Услуги связи,40702810
0ef3fa84-5b1c-46b6-a01f-33a81391193e,2026-11-02,340202.93,RUB,ИП Иванов,Возврат поставщику,40702810
6df16094-4324-47ba-a94e-a841d6588c81,2026-10-16,-39143.55,RUB,ПАО Гамма,Закупка материалов,40702810
be5bba7c-3228-4259-9f6f-11e36ef0c297,2026-09-24,164126.01,RUB,ПАО Гамма,Возврат поставщику,40702810
06b4d6f9-04ca-41c5-aeef-aabdc65f5d52,2026-08-17,449454.79,RUB,ООР Омега,Закупка материалов,40802810
62877eec-fb17-43ed-ad1a-1cf5044ec45f,2026-01-30,228453.56,RUB,ООО Дельта,Оплата по договору,40802810
7e45c8de-8fa1-4c85-a4ea-c8a39f722b03,2026-01-02,127303.16,RUB,ИП Иванов,Оплата по договору,40802810
ca839802-678c-47a4-aad8-4bd180c034e7,2026-02-02,172329.98,RUB,ООО Ромашка,Аренда помещения,40802810
97f5cc32-5950-4192-af91-d9fb3a24227a,2026-07-29,-15964.26,RUB,АО Бета,Заработная плата,40702810
4c3771b7-539d-4122-b1f2-efd2c33c1ffb,2026-07-15,496429.01,RUB,ЗАО Сигма,Заработная плата,40702810
cfac6a2f-6430-4f3b-8450-6db1a3b9b89d,2026-12-05,341396.9,RUB,АО Бета,Налоговый платёж,40702810
1330d4b0-68de-42c3-afe1-d13506d36962,2026-10-03,-89318.97,RUB,АО Бета,Услуги связи,40702810
14e18174-1332-46fd-bfdd-9db4660bc9db,2026-06-02,378114.09,RUB,ЗАО Сигма,Заработная плата,40702810
c47137e2-1010-4471-937f-dcbb536d3c10,2026-06-27,-123831.27,RUB,ПАО Гамма,Аренда помещения,40702810
d0888ca5-d962-4db3-8640-e6a03eb58b68,2026-08-03,404758.14,RUB,ООО Ромашка,Услуги связи,40702810
1e16ed3f-a7bf-492c-ab8a-1fedb1e38f61,2026-11-01,-33738.72,RUB,ООО Ромашка,Услуги связи,40702810
531e89f7-64f0-4d24-ab2b-aadf5cc9a221,2026-04-30,201192.45,RUB,ООО Ромашка,Закупка материалов,40702810
57dfba4c-1cf8-42da-b717-e6789406c91b,2026-10-22,-117157.34,RUB,ИП Петров,Услуги связи,40702810
fd92afca-338c-46d9-a44e-239e2557299e,2026-12-05,438141.54,RUB,ЗАО Сигма,Командировочные расходы,40702810
09b0003c-2da7-4457-97bc-5d8f5f3de434,2026-10-30,30572.72,RUB,АО Бета,Заработная плата,40802810
4fa5756c-6579-405b-b510-1e877b19551e,2026-06-26,23537.36,RUB,ЗАО Сигма,Налоговый платёж,40802810
ba006894-001e-41df-b7e5-c0547c0a26f2,2026-06-03,-204188.76,RUB,ООР Омега,Услуги связи,40702810
0ce3b68f-2c5a-4c36-87f6-c704248b5bc3,2026-12-29,-150438.14,RUB,ООР Омега,Оплата по договору,40802810
a8998214-cc6c-42ee-b6a5-becedd27ef65,2026-10-13,483896.32,RUB,ЗАО Сигма,Услуги связи,40702810
e8d9d2d1-d14d-482b-944a-41c099f20d85,2026-11-28,-101748.03,RUB,ООР Омега,Налоговый платёж,40702810
d606447b-aca7-420e-9349-0f6fdb6e172e,2026-04-08,-267864.2,RUB,ЗАО Сигма,Оплата по договору,40702810
c49301b0-5716-4aa4-a293-000884d96fe1,2026-10-28,94162.83,RUB,ПАО Гамма,Возврат поставщику,40702810
22b805b5-f7ee-4715-805f-07e8473b814f,2026-06-20,-434749.98,RUB,ООО Ромашка,Услуги связи,40702810
fe58a863-6caa-473b-a62c-6672de5cb183,2026-03-02,481042.57,RUB,ООР Омега,Услуги связи,40702810
ac8cdece-252f-4e91-80d9-9964c95fd551,2026-05-03,198376.37,RUB,ООО Дельта,Заработная плата,40802810
a4284459-fcff-4fa7-ab1e-0505807eec84,2026-07-03,-266871.7,RUB,ИП Петров,Возврат поставщику,40802810
57c97ee8-2099-4511-86bb-bee097b71ae3,2026-08-29,49394.25,RUB,ИП Петров,Услуги связи,40702810
5f73b37e-292c-4278-a5c3-009f4586638a,2026-01-24,156529.72,RUB,ПАО Гамма,Закупка материалов,40702810
a5b16347-9a37-49d9-b896-32948b36a78a,2026-10-27,130460.98,RUB,ЗАО Сигма,Командировочные расходы,40702810
c8bd321a-d99b-48b8-8cc9-74d2edcb1d5f,2026-04-28,-98176.27,RUB,ПАО Гамма,Возврат поставщику,40702810
0769a1bc-a2aa-42fb-a1ad-2df613106c40,2026-09-08,128737.65,RUB,ООР Омега,Возврат поставщику,40702810
8945f724-b9e8-432b-8318-184fa83ecff0,2026-06-30,-366412.84,RUB,ООР Омега,Закупка материалов,40702810
ee800b53-8d08-455d-bfe1-ec7a8fd67c5e,2026-02-08,262019.81,RUB,ООО Ромашка,Оплата по договору,40802810
b9b56e67-9577-40b1-9a08-176ca7f04923,2026-11-19,-68832.02,RUB,АО Бета,Оплата по договору,40702810
b4b2584d-5703-452d-8bb6-fa0c2de11e10,2026-07-11,-252915.89,RUB,ООР Омега,Возврат поставщику,40702810
5624d0f3-2f85-46b9-b70a-1b01cdd83189,2026-10-10,3405.52,RUB,ООО Ромашка,Командировочные расходы,40702810
ff27674e-59a8-48cd-b748-b08eaeb9d30e,2026-12-24,8669.58,RUB,АО Бета,Аренда помещения,40702810
1650711c-826f-40d1-99ef-c44af22c9d7e,2026-05-04,-262240.26,RUB,ООО Дельта,Налоговый платёж,40702810
6e73f64f-e187-44c2-b988-b7c8bfdf2c8d,2026-02-10,-397488.67,RUB,ЗАО Сигма,Возврат поставщику,40702810
1d2ab003-446e-4e62-9c74-2486c15ec489,2026-04-26,-495117.49,RUB,ИП Иванов,Оплата по договору,40702810
2f895854-0d17-4dc3-a357-3c36b7d4f8b5,2026-07-13,202698.62,RUB,ООО Ромашка,Оплата по договору,40702810
7b4a20a5-5a3f-4405-b721-c948264897b1,2026-08-11,41434.79,RUB,ИП Петров,Аренда помещения,40702810
38709b67-0dd4-4346-95d1-130188ce1257,2026-12-21,114960.27,RUB,ООР Омега,Командировочные расходы,40702810
af6b26da-1fa4-400e-9222-30bbcf913b4d,2026-12-17,462087.22,RUB,ООО Ромашка,Закупка материалов,40702810
7643c4ce-c8f6-4c86-bd0f-7a350636b8c2,2026-04-17,7927.48,RUB,ЗАО Сигма,Аренда помещения,40702810
19d53395-fda4-4a81-923f-737445f7ddd7,2026-05-04,81308.88,RUB,ЗАО Сигма,Налоговый платёж,40802810
58947a93-31d1-4c77-a4a1-9fd07ebdc4db,2026-03-13,377829.07,RUB,ИП Иванов,Налоговый платёж,40702810
56ceedbf-75b1-4fef-930b-0ccc49cf30b5,2026-04-29,48933.13,RUB,ИП Петров,Заработная плата,40702810
f8e268b4-20fa-47d5-b4c1-fa6477068c74,2026-05-20,14909.87,RUB,ООР Омега,Возврат поставщику,40702810
e4b99f04-eda6-4e93-9687-14cbea687a88,2026-07-12,177970.02,RUB,ЗАО Сигма,Аренда помещения,40702810
871bcf73-f9c2-4f3a-922e-65d1d27fa0c6,2026-02-07,-399047.78,RUB,АО Бета,Заработная плата,40702810
5151549b-26c7-4cc3-a255-aa248773beb7,2026-06-12,-369853.68,RUB,ИП Иванов,Оплата по договору,40702810
2edcd668-6364-4a47-8f66-e28dd553e694,2026-05-19,-222423.46,RUB,ИП Иванов,Закупка материалов,40802810
b9463441-5fe6-4234-a17e-4fd9a4602f90,2026-10-12,224476.95,RUB,ИП Иванов,Оплата по договору,40702810
8f177142-ec9e-46cf-b730-bb777a436723,2026-02-17,177021.75,RUB,ИП Петров,Заработная плата,40702810
14ec122c-fe71-4c7f-96d5-daa56d9953bb,2026-07-18,145994.49,RUB,ПАО Гамма,Закупка материалов,40802810
3c8fa22d-704f-424b-a314-03d430d450e7,2026-05-18,-84833.92,RUB,ООР Омега,Закупка материалов,40702810
761c5291-a171-41e2-8d9b-87b04772297f,2026-05-22,83686.98,RUB,ООР Омега,Аренда помещения,40702810
b569d2b9-e056-4ad5-a4ac-db748e4ea6b7,2026-05-07,125924.7,RUB,ООР Омега,Услуги связи,40802810
b269d95b-6604-42dc-b45a-e7da80dda5c7,2026-06-05,-53575.49,RUB,ЗАО Сигма,Налоговый платёж,40802810
06160683-e070-4cf9-9796-0c0d0c0626f0,2026-06-18,402057.82,RUB,ЗАО Сигма,Закупка материалов,40702810
3d9266f6-6467-425b-9d02-2e48bce2db7b,2026-12-22,-160400.51,RUB,ИП Петров,Закупка материалов,40802810
d2b34072-58ea-4033-b002-25780ba51b75,2026-05-30,484365.74,RUB,ООР Омега,Услуги связи,40702810
ada8e740-a97e-48c9-9761-f0625d2c5177,2026-07-21,-188090.05,RUB,ПАО Гамма,Закупка материалов,40702810
80db56da-f9b1-4424-ae26-196f02c7470a,2026-08-25,476507.01,RUB,ПАО Гамма,Возврат поставщику,40702810
08726cb6-0b64-47b2-b5ea-de1cd8c44c86,2026-02-05,415657.78,RUB,ЗАО Сигма,Возврат поставщику,40702810
adf00d64-a283-4974-8bbb-8b858e4cbc23,2026-05-04,-316704.69,RUB,АО Бета,Заработная плата,40802810
5a3fc1fa-e219-4361-b8b7-773bde1eac35,2026-11-03,37075.17,RUB,ЗАО Сигма,Заработная плата,40702810
1494cee4-3e32-4207-809d-687bf7841ede,2026-07-04,395381.39,RUB,ИП Иванов,Аренда помещения,40702810
22034ea7-5158-4729-a24f-0cd2cd9cecf2,2026-07-01,-328835.06,RUB,ООО Ромашка,Заработная плата,40702810
fb81c942-91e3-448d-baf2-658841303179,2026-08-09,-482861.82,RUB,ИП Иванов,Командировочные расходы,40702810
b9a2cc3f-bd64-4126-8341-f201b373d3e8,2026-09-23,255387.05,RUB,ПАО Гамма,Возврат поставщику,40702810
9ed41488-794b-4254-a041-061b2034c25b,2026-12-14,195627.97,RUB,АО Бета,Налоговый платёж,40702810
6713d50f-3c17-4592-8357-59c38da625d8,2026-06-01,241437.27,RUB,ИП Иванов,Аренда помещения,40702810
cad94d8b-336e-44e1-b465-e77a35a6b528,2026-06-25,174229.49,RUB,ПАО Гамма,Возврат поставщику,40702810
5ead7ddb-efd8-4a0f-8ec3-d10e1c237863,2026-08-13,238133.65,RUB,ООР Омега,Налоговый платёж,40702810
b1c5d640-c361-4e7f-8041-f7148a098e9e,2026-12-30,-150202.02,RUB,ИП Петров,Аренда помещения,40702810
4b702138-bf33-45ff-8b08-48f55db67f1c,2026-05-05,464968.23,RUB,АО Бета,Налоговый платёж,40802810
279ef48b-9cd8-4b8e-8b45-445ace6b0c9b,2026-04-29,479235.46,RUB,АО Бета,Закупка материалов,40802810
a471405e-914d-4c2a-96e9-7aefad0da63b,2026-11-11,197851.63,RUB,ООР Омега,Заработная плата,40802810
63b48490-0554-429e-9a35-0da2301c5f7a,2026-04-20,-2324.58,RUB,ИП Иванов,Аренда помещения,40702810
1d8d7c2f-65f0-4041-9b2c-78123b71e931,2026-04-11,182959.94,RUB,ООО Дельта,Возврат поставщику,40702810
511e9d46-e1af-4a82-8bb4-69ed7e0931f9,2026-11-09,-298525.72,RUB,ИП Иванов,Налоговый платёж,40702810
51d803de-2039-4907-98c8-cc4a5a40e532,2026-11-13,-422774.35,RUB,ООО Дельта,Аренда помещения,40702810
3baecddf-bff3-4ad6-aeef-7581e3500bc3,2026-05-03,-156661.55,RUB,АО Бета,Налоговый платёж,40702810
ca84567f-0253-4433-837d-0e2c7a1f145f,2026-08-03,255461.35,RUB,ЗАО Сигма,Заработная плата,40702810
e18fe725-b089-4e11-a097-00d749eafada,2026-10-03,243386.44,RUB,АО Бета,Закупка материалов,40802810
2bdc4ad8-0542-4440-9f67-56f49ab1701f,2026-04-06,-144488.5,RUB,ООР Омега,Оплата по договору,40702810
cd879c5b-bba0-4224-9852-32d79be3201b,2026-09-06,-475925.79,RUB,ЗАО Сигма,Возврат поставщику,40802810
7ab80a6f-17cc-4ab5-97df-5fd6a392317b,2026-08-01,342379.87,RUB,ООР Омега,Возврат поставщику,40702810
4c6deb51-429d-47d5-accc-a2ab38a7fcb4,2026-01-16,41427.05,RUB,ПАО Гамма,Командировочные расходы,40702810
871ff0a0-8712-46b3-9d84-b15d54efa88a,2026-10-03,-137498.97,RUB,ООР Омега,Возврат поставщику,40702810
34314c22-7d86-4c73-a09f-66d5a4009fce,2026-05-18,286399.76,RUB,ИП Петров,Оплата по договору,40802810
cb467aa5-707f-4c4c-9483-976cc337ebd6,2026-08-06,-273222.0,RUB,ПАО Гамма,Командировочные расходы,40702810
4ad80f59-99b8-46e7-8fb1-c5faf252a0ad,2026-06-28,224921.2,RUB,ИП Иванов,Возврат поставщику,40702810
3c4aa715-1b52-49c8-94ad-b64d73956961,2026-05-02,-387838.26,RUB,ИП Петров,Заработная плата,40702810
219b93a8-420f-47d4-921a-7e668f512808,2026-04-16,308113.98,RUB,ООО Ромашка,Налоговый платёж,40702810
85ca9a5e-01dd-41eb-864b-1e12b4719bce,2026-03-28,-298469.16,RUB,ООО Дельта,Командировочные расходы,40702810
86645b4f-96eb-4e24-8f00-d0ab5c5576a7,2026-09-21,476203.43,RUB,ИП Иванов,Закупка материалов,40802810
e8f50560-00f8-4e1a-87c7-32531cc2d988,2026-05-22,459392.48,RUB,АО Бета,Закупка материалов,40702810
50725d2a-0d38-4d6c-a14b-c55ee8f0fa55,2026-06-14,73207.1,RUB,ЗАО Сигма,Возврат поставщику,40702810
603366a6-bcfe-4a4c-8d10-24a51e770dcc,2026-05-18,288755.02,RUB,ЗАО Сигма,Возврат поставщику,40702810
6d901f65-ee92-4a97-8644-886d7ca88e84,2026-02-17,316850.52,RUB,ООО Дельта,Налоговый платёж,40802810
